u/_key,u/_id,u/_rev,u/basic/Accession #,u/basic/Active yes/no,u/basic/Additional disclaimer,u/basic/Appearance,u/basic/Application  Usage,u/basic/Applications,u/basic/Background,u/basic/Binding Capacity,u/basic/Biological activity,u/basic/Buffer,u/basic/Cas number,u/basic/Clone,u/basic/Concentration,u/basic/Conjugate,u/basic/Cross-reactivity,u/basic/Date last updated,u/basic/Disclaimer,u/basic/EG number,u/basic/Endotoxin Level,u/basic/Extra information,u/basic/Formulation,u/basic/GeneIDURL,u/basic/Handling,u/basic/Hazardous Goods,u/basic/Host,u/basic/Immunogen,u/basic/InChi,u/basic/Isotype,u/basic/Kit components,u/basic/MDL Number,u/basic/MSDS Available?,u/basic/Molecular Form,u/basic/Molecular Weight,u/basic/NCBI GENE ID #,u/basic/NCBI OFFICIAL FULL NAME,u/basic/NCBI OFFICIAL SYMBOL,u/basic/NCBI ORGANISM,u/basic/PDF Datasheet,u/basic/Packaging,u/basic/Peptide sequence,u/basic/Physical State,u/basic/Physical form description,u/basic/Price ITK/ImTec,u/basic/Price LabNed,u/basic/Product Description ITK,u/basic/Product Type,u/basic/Product category ITK,u/basic/Product category LabNed,u/basic/Product category by research field,u/basic/Protein GI #,u/basic/ProteinID,u/basic/ProteinIDURL,u/basic/PubChem CID,u/basic/Purification,u/basic/Purity,u/basic/REACH number,u/basic/Reactivity,u/basic/Recommended Dilution,u/basic/Reconstitution Instructions,u/basic/Regulatory Statement,u/basic/Related Products,u/basic/Release Date,u/basic/Research Area,u/basic/SWISSPROT #,u/basic/Salt Form,u/basic/Sample Type,u/basic/Shelf life,u/basic/Shipping Conditions,u/basic/Shipping costs,u/basic/Size,u/basic/Solubility/Reconstitution Instructions,u/basic/Source,u/basic/Stamnummer,u/basic/Storage Conditions,u/basic/Structure Available,u/basic/Supplier,u/basic/Supplier artikel nummer,u/basic/Tags,u/basic/Target,u/basic/UNSPSC number,u/basic/URL Datasheet,u/basic/USDA Disclaimer,u/basic/Unit Definition,u/basic/User note,u/basic/Web Category,u/basic/code,u/basic/description,u/basic/image1_text,u/basic/image2_text,u/basic/name,u/basic/not supplied reagents  equipment,u/basic/picture,u/basic/price,u/basic/productid,u/basic/references,u/basic/review,u/basic/vat,u/code,u/checkbox,u/seo/meta_author,u/seo/meta_description,u/seo/meta_keywords,u/seo/product_tags,u/seo/url_slug,u/searchNames/0,u/searchNames/1,u/searchNames/2,u/searchNames/3
349446197,k2p_product/349446197,_ibCpVvC-_q,,Y,,,,FC,,,,,,HI45,,iFluor 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human iFluor 430 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024003 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240031,,CD24 ,12352203,,,,,,9210240031,,,,CD24 Human iFluor 430 Antibody,,,,9210240031,,,LN9212411,9210240031,false,LabNed,,,,cd24-human-ifluor-430-antibody-ln9212411,,cd24humanifluor430antibody,ln9212411,hi45
349446199,k2p_product/349446199,_ibCpVvC-_9,,Y,,,,FC,,,,,,HI45,,iFluor 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human iFluor 450 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024004 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240040,,CD24 ,12352203,,,,,,9210240040,,,,CD24 Human iFluor 450 Antibody,,,,9210240040,,,LN9212412,9210240040,false,LabNed,,,,cd24-human-ifluor-450-antibody-ln9212412,,cd24humanifluor450antibody,ln9212412,hi45
349446201,k2p_product/349446201,_ibCpVvC-AF,,Y,,,,FC,,,,,,HI45,,iFluor 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human iFluor 450 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024004 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240041,,CD24 ,12352203,,,,,,9210240041,,,,CD24 Human iFluor 450 Antibody,,,,9210240041,,,LN9212413,9210240041,false,LabNed,,,,cd24-human-ifluor-450-antibody-ln9212413,,cd24humanifluor450antibody,ln9212413,hi45
349446203,k2p_product/349446203,_ibCpVvC-AR,,Y,,,,FC,,,,,,HI45,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024005 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240050,,CD24 ,12352203,,,,,,9210240050,,,,CD24 Human iFluor 488 Antibody,,,,9210240050,,,LN9212414,9210240050,false,LabNed,,,,cd24-human-ifluor-488-antibody-ln9212414,,cd24humanifluor488antibody,ln9212414,hi45
349446205,k2p_product/349446205,_ibCpVvC-AY,,Y,,,,FC,,,,,,HI45,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024005 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240051,,CD24 ,12352203,,,,,,9210240051,,,,CD24 Human iFluor 488 Antibody,,,,9210240051,,,LN9212415,9210240051,false,LabNed,,,,cd24-human-ifluor-488-antibody-ln9212415,,cd24humanifluor488antibody,ln9212415,hi45
349446207,k2p_product/349446207,_ibCpVvC-Am,,Y,,,,FC,,,,,,HI45,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024006 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240060,,CD24 ,12352203,,,,,,9210240060,,,,CD24 Human iFluor 514 Antibody,,,,9210240060,,,LN9212416,9210240060,false,LabNed,,,,cd24-human-ifluor-514-antibody-ln9212416,,cd24humanifluor514antibody,ln9212416,hi45
349446209,k2p_product/349446209,_ibCpVvG--L,,Y,,,,FC,,,,,,HI45,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024006 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240061,,CD24 ,12352203,,,,,,9210240061,,,,CD24 Human iFluor 514 Antibody,,,,9210240061,,,LN9212417,9210240061,false,LabNed,,,,cd24-human-ifluor-514-antibody-ln9212417,,cd24humanifluor514antibody,ln9212417,hi45
349446211,k2p_product/349446211,_ibCpVvG--Z,,Y,,,,FC,,,,,,HI45,,iFluor 532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human iFluor 532 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024007 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240070,,CD24 ,12352203,,,,,,9210240070,,,,CD24 Human iFluor 532 Antibody,,,,9210240070,,,LN9212418,9210240070,false,LabNed,,,,cd24-human-ifluor-532-antibody-ln9212418,,cd24humanifluor532antibody,ln9212418,hi45
349446213,k2p_product/349446213,_ibCpVvG--n,,Y,,,,FC,,,,,,HI45,,iFluor 532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human iFluor 532 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024007 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240071,,CD24 ,12352203,,,,,,9210240071,,,,CD24 Human iFluor 532 Antibody,,,,9210240071,,,LN9212419,9210240071,false,LabNed,,,,cd24-human-ifluor-532-antibody-ln9212419,,cd24humanifluor532antibody,ln9212419,hi45
349446215,k2p_product/349446215,_ibCpVvG--t,,Y,,,,FC,,,,,,HI45,,iFluor 546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human iFluor 546 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024008 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240080,,CD24 ,12352203,,,,,,9210240080,,,,CD24 Human iFluor 546 Antibody,,,,9210240080,,,LN9212420,9210240080,false,LabNed,,,,cd24-human-ifluor-546-antibody-ln9212420,,cd24humanifluor546antibody,ln9212420,hi45
349446217,k2p_product/349446217,_ibCpVvG--6,,Y,,,,FC,,,,,,HI45,,iFluor 546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human iFluor 546 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024008 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240081,,CD24 ,12352203,,,,,,9210240081,,,,CD24 Human iFluor 546 Antibody,,,,9210240081,,,LN9212421,9210240081,false,LabNed,,,,cd24-human-ifluor-546-antibody-ln9212421,,cd24humanifluor546antibody,ln9212421,hi45
349446219,k2p_product/349446219,_ibCpVvG-_J,,Y,,,,FC,,,,,,HI45,,iFluor 555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human iFluor 555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024009 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240090,,CD24 ,12352203,,,,,,9210240090,,,,CD24 Human iFluor 555 Antibody,,,,9210240090,,,LN9212422,9210240090,false,LabNed,,,,cd24-human-ifluor-555-antibody-ln9212422,,cd24humanifluor555antibody,ln9212422,hi45
349446221,k2p_product/349446221,_ibCpVvG-_a,,Y,,,,FC,,,,,,HI45,,iFluor 555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human iFluor 555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024009 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240091,,CD24 ,12352203,,,,,,9210240091,,,,CD24 Human iFluor 555 Antibody,,,,9210240091,,,LN9212423,9210240091,false,LabNed,,,,cd24-human-ifluor-555-antibody-ln9212423,,cd24humanifluor555antibody,ln9212423,hi45
349446223,k2p_product/349446223,_ibCpVvG-_k,,Y,,,,FC,,,,,,HI45,,iFluor 633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,159,CD24 Human iFluor 633 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,92102400E ,2-8°C with minimized light exposure.,,AAT Bioquest,102400,,CD24 ,12352203,https://www.aatbio.com/products/ifluor-633-anti-human-cd24-antibody-hi45,,,,,92102400,,,,CD24 Human iFluor 633 Antibody,,,,92102400,,,LN9212432,92102400,false,LabNed,,,,cd24-human-ifluor-633-antibody-ln9212432,,cd24humanifluor633antibody,ln9212432,hi45
349446225,k2p_product/349446225,_ibCpVvG-_t,,Y,,,,FC,,,,,,HI45,,iFluor 633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,CD24 Human iFluor 633 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,92102400E ,2-8°C with minimized light exposure.,,AAT Bioquest,1024000,,CD24 ,12352203,https://www.aatbio.com/products/ifluor-633-anti-human-cd24-antibody-hi45,,,,,921024000,,,,CD24 Human iFluor 633 Antibody,,,,921024000,,,LN9212433,921024000,false,LabNed,,,,cd24-human-ifluor-633-antibody-ln9212433,,cd24humanifluor633antibody,ln9212433,hi45
349446227,k2p_product/349446227,_ibCpVvG-_7,,Y,,,,FC,,,,,,HI45,,mFluor Violet 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,310,CD24 Human mFluor Violet 500 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024010 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240100,,CD24 ,12352203,,,,,,9210240100,,,,CD24 Human mFluor Violet 500 Antibody,,,,9210240100,,,LN9212476,9210240100,false,LabNed,,,,cd24-human-mfluor-violet-500-antibody-ln9212476,,cd24humanmfluorviolet500antibody,ln9212476,hi45
349446229,k2p_product/349446229,_ibCpVvG-AL,,Y,,,,FC,,,,,,HI45,,mFluor Violet 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human mFluor Violet 500 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024010 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240101,,CD24 ,12352203,,,,,,9210240101,,,,CD24 Human mFluor Violet 500 Antibody,,,,9210240101,,,LN9212477,9210240101,false,LabNed,,,,cd24-human-mfluor-violet-500-antibody-ln9212477,,cd24humanmfluorviolet500antibody,ln9212477,hi45
349446231,k2p_product/349446231,_ibCpVvG-Aa,,Y,,,,FC,,,,,,HI45,,mFluor Violet 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human mFluor Violet 510 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024011 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240110,,CD24 ,12352203,,,,,,9210240110,,,,CD24 Human mFluor Violet 510 Antibody,,,,9210240110,,,LN9212478,9210240110,false,LabNed,,,,cd24-human-mfluor-violet-510-antibody-ln9212478,,cd24humanmfluorviolet510antibody,ln9212478,hi45
349446233,k2p_product/349446233,_ibCpVvG-Ap,,Y,,,,FC,,,,,,HI45,,mFluor Violet 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human mFluor Violet 510 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024011 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240111,,CD24 ,12352203,,,,,,9210240111,,,,CD24 Human mFluor Violet 510 Antibody,,,,9210240111,,,LN9212479,9210240111,false,LabNed,,,,cd24-human-mfluor-violet-510-antibody-ln9212479,,cd24humanmfluorviolet510antibody,ln9212479,hi45
349446235,k2p_product/349446235,_ibCpVvG-A4,,Y,,,,FC,,,,,,HI45,,mFluor Violet 540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human mFluor Violet 540 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024012 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240120,,CD24 ,12352203,,,,,,9210240120,,,,CD24 Human mFluor Violet 540 Antibody,,,,9210240120,,,LN9212480,9210240120,false,LabNed,,,,cd24-human-mfluor-violet-540-antibody-ln9212480,,cd24humanmfluorviolet540antibody,ln9212480,hi45
349446237,k2p_product/349446237,_ibCpVvG-BH,,Y,,,,FC,,,,,,HI45,,mFluor Violet 540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human mFluor Violet 540 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024012 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240121,,CD24 ,12352203,,,,,,9210240121,,,,CD24 Human mFluor Violet 540 Antibody,,,,9210240121,,,LN9212481,9210240121,false,LabNed,,,,cd24-human-mfluor-violet-540-antibody-ln9212481,,cd24humanmfluorviolet540antibody,ln9212481,hi45
349446239,k2p_product/349446239,_ibCpVvK--E,,Y,,,,FC,,,,,,HI25a,,AF350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD25 Human AF350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921025014 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250140,,CD25 ,12352203,,,,,,9210250140,,,,CD25 Human AF350 Antibody,,,,9210250140,,,LN9211059,9210250140,false,LabNed,,,,cd25-human-af350-antibody-ln9211059,,cd25humanaf350antibody,ln9211059,hi25a
349446241,k2p_product/349446241,_ibCpVvK--P,,Y,,,,FC,,,,,,HI25a,,AF350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD25 Human AF350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921025014 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250141,,CD25 ,12352203,,,,,,9210250141,,,,CD25 Human AF350 Antibody,,,,9210250141,,,LN9211060,9210250141,false,LabNed,,,,cd25-human-af350-antibody-ln9211060,,cd25humanaf350antibody,ln9211060,hi25a
349446243,k2p_product/349446243,_ibCpVvK--b,,Y,,,,FC,,,,,,HI25a,,AF488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD25 Human AF488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921025015 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250150,,CD25 ,12352203,,,,,,9210250150,,,,CD25 Human AF488 Antibody,,,,9210250150,,,LN9211061,9210250150,false,LabNed,,,,cd25-human-af488-antibody-ln9211061,,cd25humanaf488antibody,ln9211061,hi25a
349446245,k2p_product/349446245,_ibCpVvK--n,,Y,,,,FC,,,,,,HI25a,,AF488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD25 Human AF488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921025015 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250151,,CD25 ,12352203,,,,,,9210250151,,,,CD25 Human AF488 Antibody,,,,9210250151,,,LN9211062,9210250151,false,LabNed,,,,cd25-human-af488-antibody-ln9211062,,cd25humanaf488antibody,ln9211062,hi25a
349446247,k2p_product/349446247,_ibCpVvK--0,,Y,,,,FC,,,,,,HI25a,,AF555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD25 Human AF555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921025016 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250160,,CD25 ,12352203,,,,,,9210250160,,,,CD25 Human AF555 Antibody,,,,9210250160,,,LN9211063,9210250160,false,LabNed,,,,cd25-human-af555-antibody-ln9211063,,cd25humanaf555antibody,ln9211063,hi25a
349446249,k2p_product/349446249,_ibCpVvK-__,,Y,,,,FC,,,,,,HI25a,,AF555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD25 Human AF555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921025016 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250161,,CD25 ,12352203,,,,,,9210250161,,,,CD25 Human AF555 Antibody,,,,9210250161,,,LN9211064,9210250161,false,LabNed,,,,cd25-human-af555-antibody-ln9211064,,cd25humanaf555antibody,ln9211064,hi25a
349446251,k2p_product/349446251,_ibCpVvK-_Q,,Y,,,,FC,,,,,,HI25a,,AF594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD25 Human AF594 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921025017 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250170,,CD25 ,12352203,,,,,,9210250170,,,,CD25 Human AF594 Antibody,,,,9210250170,,,LN9211065,9210250170,false,LabNed,,,,cd25-human-af594-antibody-ln9211065,,cd25humanaf594antibody,ln9211065,hi25a
349446253,k2p_product/349446253,_ibCpVvK-_g,,Y,,,,FC,,,,,,HI25a,,AF594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD25 Human AF594 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921025017 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250171,,CD25 ,12352203,,,,,,9210250171,,,,CD25 Human AF594 Antibody,,,,9210250171,,,LN9211066,9210250171,false,LabNed,,,,cd25-human-af594-antibody-ln9211066,,cd25humanaf594antibody,ln9211066,hi25a
349446255,k2p_product/349446255,_ibCpVvK-_u,,Y,,,,FC,,,,,,HI25a,,AF647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD25 Human AF647 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921025018 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250180,,CD25 ,12352203,,,,,,9210250180,,,,CD25 Human AF647 Antibody,,,,9210250180,,,LN9211067,9210250180,false,LabNed,,,,cd25-human-af647-antibody-ln9211067,,cd25humanaf647antibody,ln9211067,hi25a
349446257,k2p_product/349446257,_ibCpVvK-A-,,Y,,,,FC,,,,,,HI25a,,AF647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD25 Human AF647 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921025018 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250181,,CD25 ,12352203,,,,,,9210250181,,,,CD25 Human AF647 Antibody,,,,9210250181,,,LN9211068,9210250181,false,LabNed,,,,cd25-human-af647-antibody-ln9211068,,cd25humanaf647antibody,ln9211068,hi25a
349446259,k2p_product/349446259,_ibCpVvK-AT,,Y,,,,FC,,,,,,HI25a,,AF680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD25 Human AF680 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921025019 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250190,,CD25 ,12352203,,,,,,9210250190,,,,CD25 Human AF680 Antibody,,,,9210250190,,,LN9211069,9210250190,false,LabNed,,,,cd25-human-af680-antibody-ln9211069,,cd25humanaf680antibody,ln9211069,hi25a
349446261,k2p_product/349446261,_ibCpVvK-Ai,,Y,,,,FC,,,,,,HI25a,,AF680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD25 Human AF680 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921025019 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250191,,CD25 ,12352203,,,,,,9210250191,,,,CD25 Human AF680 Antibody,,,,9210250191,,,LN9211070,9210250191,false,LabNed,,,,cd25-human-af680-antibody-ln9211070,,cd25humanaf680antibody,ln9211070,hi25a
349446263,k2p_product/349446263,_ibCpVvO--Z,,Y,,,,FC,,,,,,HI25a,,APC/AF750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,83,CD25 Human APC/AF750 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,25 tests,,,92102501E ,2-8°C with minimized light exposure.,,AAT Bioquest,102501,,CD25 ,12352203,https://www.aatbio.com/products/apc-af750-anti-human-cd25-antibody-hi25a,,,,,92102501,,,,CD25 Human APC/AF750 Antibody,,,,92102501,,,LN9211078,92102501,false,LabNed,,,,cd25-human-apcaf750-antibody-ln9211078,,cd25humanapcaf750antibody,ln9211078,hi25a
349446265,k2p_product/349446265,_ibCpVvO-_O,,Y,,,,FC,,,,,,HI25a,,APC/AF750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,195,CD25 Human APC/AF750 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,92102501E ,2-8°C with minimized light exposure.,,AAT Bioquest,1025010,,CD25 ,12352203,https://www.aatbio.com/products/apc-af750-anti-human-cd25-antibody-hi25a,,,,,921025010,,,,CD25 Human APC/AF750 Antibody,,,,921025010,,,LN9211079,921025010,false,LabNed,,,,cd25-human-apcaf750-antibody-ln9211079,,cd25humanapcaf750antibody,ln9211079,hi25a
349446267,k2p_product/349446267,_ibCpVvO-_j,,Y,,,,FC,,,,,,HI25a,,mFluor Violet 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,310,CD25 Human mFluor Violet 500 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921025010 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250100,,CD25 ,12352203,,,,,,9210250100,,,,CD25 Human mFluor Violet 500 Antibody,,,,9210250100,,,LN9211162,9210250100,false,LabNed,,,,cd25-human-mfluor-violet-500-antibody-ln9211162,,cd25humanmfluorviolet500antibody,ln9211162,hi25a
349446269,k2p_product/349446269,_ibCpVvO-_z,,Y,,,,FC,,,,,,HI25a,,iFluor 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD25 Human iFluor 350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921025001 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250010,,CD25 ,12352203,,,,,,9210250010,,,,CD25 Human iFluor 350 Antibody,,,,9210250010,,,LN9211092,9210250010,false,LabNed,,,,cd25-human-ifluor-350-antibody-ln9211092,,cd25humanifluor350antibody,ln9211092,hi25a
349446271,k2p_product/349446271,_ibCpVvO-AG,,Y,,,,FC,,,,,,HI25a,,iFluor 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD25 Human iFluor 350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921025001 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250011,,CD25 ,12352203,,,,,,9210250011,,,,CD25 Human iFluor 350 Antibody,,,,9210250011,,,LN9211093,9210250011,false,LabNed,,,,cd25-human-ifluor-350-antibody-ln9211093,,cd25humanifluor350antibody,ln9211093,hi25a
349446273,k2p_product/349446273,_ibCpVvS--1,,Y,,,,FC,,,,,,HI25a,,iFluor 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD25 Human iFluor 405 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921025002 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250020,,CD25 ,12352203,,,,,,9210250020,,,,CD25 Human iFluor 405 Antibody,,,,9210250020,,,LN9211094,9210250020,false,LabNed,,,,cd25-human-ifluor-405-antibody-ln9211094,,cd25humanifluor405antibody,ln9211094,hi25a
349446275,k2p_product/349446275,_ibCpVvS-_H,,Y,,,,FC,,,,,,HI25a,,iFluor 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD25 Human iFluor 405 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921025002 ,2-8°C with minimized light exposure.,,AAT Bioquest,10250021,,CD25 ,12352203,,,,,,9210250021,,,,CD25 Human iFluor 405 Antibody,,,,9210250021,,,LN9211095,9210250021,false,LabNed,,,,cd25-human-ifluor-405-antibody-ln9211095,,cd25humanifluor405antibody,ln9211095,hi25a
